Structure;Propriétaire;Raison sociale;Nom;Ligne de commentaire;Contact principal;Civilité;Adresse électronique 1;Adresse électronique 2;Portable;Téléphone 1;Téléphone 2;Téléphone 3;Ville;État;Pays;Ligne d'adresse 1;Ligne d'adresse 2;Ligne d'adresse 3;Code Postal;Langue préférée;3 - Vos intérêts culturels;Domaine d'activité;Professionnel du spectacle;Partenaire;Vidy;Direction;Envoi;Tag;Médiation;2 - Newsletters spécifiques;1 - Newsletter générale (1x/semaine);Accepter les messages életroniques de l'institution;Courrier;Email;Remarque
308145;IMPCTCT_ImpPresse;Société Générale;Société Générale;;;;;;;;;;Genève;;Suisse;RUE DE LA CORRATERIE 6;;;1204;fr;;;;Rech;;;;;;;;T;;T;
308157;IMPCTCT_ImpPresse;Sonart;Sonart;;;;jocelyne.rudasigwa@sonart.swiss;lausanne@sonart.swiss;;;;;Lausanne;;Suisse;AV. DU GRAMMONT 11BIS;;;1007;fr;;;;;;;;;;;;F;;T;
308161;IMPCTCT_ImpPresse;Fondation du Jubilé de l'Union de Banques Suisses;Fondation du Jubilé de l'Union de;Banques Suisses;;;;;;;;;Zurich;;Suisse;AUGUSTINERHOF 1;;;8098;fr;;;;;;;;;;;;T;;T;
308164;IMPCTCT_ImpPresse;Stanley Thomas Johnson Stiftung;Stanley Thomas Johnson Stiftung;;;;;;;41313722595;;;Bern;;Suisse;Schwanengasse 6;;;3001;fr;;;;;;;;;;;;T;;T;
308172;IMPCTCT_ImpPresse;FONDATION SUISA;Fondation SUISA;;;;info@fondation-suisa.ch;;;41216143270;;;Lausanne;;Suisse;Avenue du Grammont 11bis;;;1007;fr;;;;;;;;;;;;T;;T;
308181;IMPCTCT_ImpPresse;Nestlé SA;Nestlé SA;;;;;;;41219242111;;;Vevey;;Suisse;AVENUE NESTLÉ 55;;;1800;fr;;;;;;;;;;;;T;;T;
308183;IMPCTCT_ImpPresse;FONDATION FAMILLE SANDOZ;FONDATION FAMILLE SANDOZ;;;;info@fpfs.ch;;;41217211336;;;Pully;;Suisse;AV. GÉNÉRAL-GUISAN 85;;;1009;fr;;;;Rech;;;;;;;;T;;T;
308188;IMPCTCT_ImpPresse;ETAT DE VAUD - SERAC - SERVICE DES AFFAIRES CULTURELLES;ETAT DE VAUD - CULTURE - SERAC;;;;info.serac@vd.ch;;;41213160740;;;Lausanne Adm Cant;;Suisse;RUE DU GRAND-PRÉ 5;;;1014;fr;;;;;;;;envoinb20;;;;T;T;T;
308192;IMPCTCT_ImpPresse;Pour-Cent Culturel Migros;Pour-Cent Culturel Migros;;;;kultur@gmz.migros.ch;;;41442772111;;;Zurich;;Suisse;JOSEFSTRASSE 214;;;8031;fr;theatre;;;Rech;;;;envoinb10;;;;T;;T;
308196;IMPCTCT_ImpPresse;ALFRED RICHTERICH STIFTUNG;ALFRED RICHETIRHC STIFTUNG;;;;;;;;;;Kastanienbaum;;Suisse;CP 78;;;6047;fr;;;;;;;;;;;;T;;T;
308198;IMPCTCT_ImpPresse;Art Mentor Foundation Lucerne;Art Mentor Foundation Lucerne;;;;;;;;;;Luzern;;Suisse;MURBACHERSTRASSE 3;;;6003;fr;;;;;;;;;;;;T;F;T;
308204;IMPCTCT_ImpPresse;Friedl Wald-Stiftung;Friedl Wald-Stiftung;;;;;;;;;;Basel;;Suisse;ST. JAKOBS-STRASSE 41;;;4002;fr;;;;;;;;;;;;T;;T;
308206;IMPCTCT_ImpPresse;FONDATION LANDIS & GYR;FONDATION LANDIS & GYR;;;;;;;41414172423;;;Zug;;Suisse;DAMMSTRASSE 16;CP 4858;;6304;fr;;;;;;;;;;;;F;F;F;
308208;IMPCTCT_ImpPresse;Dulcimer Fondation pour la Musique;Dulcimer Fondation pour la Musique;;;;;;;;;;Genève;;Suisse;C/O TAVERNIER TSCHANZ;11, RUE TOEPFFER;;1206;fr;;;;;;;;MusiqueActuelle;;;;T;;T;
308212;IMPCTCT_ImpPresse;Kulturstiftung Winterthur;Kulturstiftung Winterthur;;;;;;;;;;;;Suisse;;;;;fr;;;;;;;;;;;;T;;T;
308219;IMPCTCT_ImpPresse;Fondation Hélène & Victor Barbour;Fondation Hélène & Victor Barbour;;;;;;;;;;Genève;;Suisse;;;;1201;fr;;;;;;;;;;;;T;;T;
308227;IMPCTCT_ImpPresse;FONDATION HARAFI;FONDATION HARAFI;;;;;;;;;;Morges;;Suisse;PLACE DU CASINO 4;;;1110;fr;;;;;;;;;;;;T;;T;
308229;IMPCTCT_ImpPresse;SICPA;SICPA HOLDING SA;;;;;;;41216275555;41216275555;41216275555;Lausanne 16;;Suisse;AV. FLORISSANT 41;;;1000;fr;;;;;;;;;;;;T;;T;
308241;IMPCTCT_ImpPresse;Nestlé Nespresso SA;Nestlé Nespresso SA;;;;;;;41800555253;41217969696;;Vevey;;Suisse;Chaussée de la Guinguette 10;;;1800;fr;;;;ProsClub;;;;;;;;T;F;T;
308251;IMPCTCT_ImpPresse;ADECCO SUISSE;ADECCO SUISSE;;;;;;;;;;Lausanne;;Suisse;RUE DES FONTENAILLES 16;;;1002;fr;;;;;;;;;;;;T;;T;
308254;IMPCTCT_ImpPresse;Maison Du Sport International SA;Maison Du Sport International SA;;;;;;;41213154217;41213154215;;Lausanne;;Suisse;AV. DE RHODANIE 54;;;1007;fr;;;;;;;;;;;;T;;T;
308256;IMPCTCT_ImpPresse;ALCOA EUROPE SA ( Architecte);ALCOA EUROPE SA ( Architecte);;;;;;;;;;Genève;;Suisse;;;;1202;fr;;;;;;;;urbanisme;;;;T;;T;
308263;IMPCTCT_ImpPresse;Fibexa SA Fiduciaire;Fibexa SA Fiduciaire;;;;;;;41213218121;;;Lausanne;;Suisse;Rue du Lion-d'Or 1;;;1003;fr;;;;;;;;;;;;T;;T;
308265;IMPCTCT_ImpPresse;Société Foncière 3000 SAAgence Immobilière;Société Foncière 3000 SAAgence;Immobilière;;;;;;41216263637;;;Lausanne;;Suisse;RUE DE L’ALE 25;;;1003;fr;;;;;;;;;;;;T;;T;
308267;IMPCTCT_ImpPresse;SPV, Société Pédagogique Vaudoise;SPV, Société Pédagogique Vaudoise;;;;;;;;;;Lausanne;;Suisse;CH. DES ALLINGES 2;;;1006;fr;;;;;;;;;;;;T;;T;
308269;IMPCTCT_ImpPresse;Management Training;Management Training;;;;info@m-t.ch;;;41216171744;;;Lausanne;;Suisse;Rue Saint-Martin 2;;;1003;fr;;;;;;;;;;;;T;;T;
308271;IMPCTCT_ImpPresse;SG Private Banking (Suisse) SA;SG Private Banking (Suisse) SA;;;;;;;;;;Lausanne;;Suisse;;;;1005;fr;;;;;;;;;;;;T;;T;
308272;IMPCTCT_ImpPresse;GEP SA;GEP SA;;;;;;;41213187272;;;Lausanne;;Suisse;RUE DE MAUPAS 12;;;1004;fr;;;;;;;;;;;;T;;T;
308274;IMPCTCT_ImpPresse;Société Foncière de Vidy SA;Société Foncière de Vidy SA;;;;;;;41216246962;;;Lausanne;;Suisse;CH. DU BOIS-DE-VAUX 20;;;1007;fr;;;;;;;;;;;;T;;T;
308277;IMPCTCT_ImpPresse;VAN CLEEF & ARPELS SA;VAN CLEEF & ARPELS SA;;;;;;;41223116070;;;Genève;;Suisse;RUE DU RHÔNE 31;;;1204;fr;;;;;;;;;;;;T;;T;
308283;IMPCTCT_ImpPresse;Fondation de l'Orchestre de Verbier;Fondation de l'Orchestre de Verbier;;;;;;;;;;Vevey;;Suisse;RUE J-J ROUSSEAU 4;;;1800;fr;;;;;;;;;;;;T;;T;
308288;sync;ZENITH SWISS WATCH MANUFACTURE;ZENITH SWISS WATCH MANUFACTURE;;;;;;;;;;;;;;;;;fr;;;;;;;;;;;;T;;T;
308289;IMPCTCT_ImpPresse;IWC Schaffhausen;IWC Schaffhausen;;;;;;;41526356565;;;Schaffhausen;;Suisse;BAUMGARTENSTRASSE 15;CP 686;;8201;fr;;;;;;;;;;;;T;;T;
308301;IMPCTCT_ImpPresse;Montres Perrelet SA;Montres Perrelet SA;;;;;;;41323462626;;;Bienne;;Suisse;RUE BUDENBERG 7;;;2502;fr;;;;;;;;;;;;T;;T;
308307;IMPCTCT_ImpPresse;LONGINES SA;LONGINES SA;;;;;;;;;;St-Imier;;Suisse;RUE DES NOYETTES 8;;;2610;fr;;;;Rech;;;;;;;;T;;T;
308309;IMPCTCT_ImpPresse;Omega SA;Omega SA;;;;;;;;;;Bienne 4;;Suisse;JAKOB-STÄMPFLI-STRASSE 96;;;2500;fr;;;;;;;;;;;;T;;T;
308311;IMPCTCT_ImpPresse;Bijouterie Adler SA;Bijouterie Adler SA;;;;;;;;;;Genève;;Suisse;Rue du Rhône 23;;;1204;fr;;;;;;;;;;;;T;;T;
308313;IMPCTCT_ImpPresse;BULGARI SA;Bulgari SA;;;;;;;;;;Genève;;Suisse;RUE DU RHÔNE 30;;;1204;fr;;;;;;;;;;;;T;;T;
308315;IMPCTCT_ImpPresse;Raymond Weil SA;Raymond Weil SA;;;;;;;;;;Grand-Lancy;;Suisse;AV. EUGÈNE LANCE 36 - 38;;;1212;fr;;;;;;;;;;;;T;;T;
308317;IMPCTCT_ImpPresse;Montblanc Suisse SA;Montblanc Suisse SA;;;;;;;;;;Bassersdorf;;Suisse;GRINDELSTRASSE 21;;;8303;fr;;;;;;;;;;;;T;;T;
308319;IMPCTCT_ImpPresse;Hublot SA;Hublot SA;;;;;;;;;;Nyon;;Suisse;RTE DE DIVONNE 44;;;1260;fr;;;;;;;;;;;;T;;T;
308323;IMPCTCT_ImpPresse;Boutique DIOR SA;Boutique DIOR SA;;;;;;;;;;Genève;;Suisse;RUE DU RHÔNE 60;;;1204;fr;;;;;;;;;;;;T;;T;
308327;IMPCTCT_ImpPresse;CHANEL SA;Chanel SA;;;;;;;;;;Genève;;Suisse;RUE DU MARCHÉ 40;;;1204;fr;;;;;;;;;;;;T;;T;
308333;IMPCTCT_ImpPresse;BLANCPAIN SA - Le Brassus;BLANCPAIN SA - Le Brassus;;;;info@blancpain.com;;;;;;Le Brassus;;Suisse;LE ROCHER 12;;;1348;fr;;;;;;;;;;;;T;;T;
308335;IMPCTCT_ImpPresse;RICHEMONT SUISSE SA;RICHEMONT SUISSE SA;;;;;;;41227212400;;;Villars-Sur-Glâne;;Suisse;Rte des Biches 9;;;1752;fr;;;;;;;;;;;;T;;T;
308337;IMPCTCT_ImpPresse;Franck Muller Watchland SA;Franck Muller Watchland SA;;;;;;;;;;Genthod;;Suisse;RTE DE MALANY 22;;;1294;fr;;;;;;;;;;;;T;;T;
308339;IMPCTCT_ImpPresse;FREDERIQUE CONSTANT SA;FREDERIQUE CONSTANT SA;;;;;;;41228600440;;;Plan-Les-Ouates;;Suisse;CH. DES CHAMPS-DE-FILLES 32;;;1228;fr;;;;;;;;;;;;T;;T;
308340;IMPCTCT_ImpPresse;Bovet Fleurier SA;Bovet Fleurier SA;;;;;;;41227314638;;;Fleurier;;Suisse;;;;2114;fr;;;;;;;;;;;;T;;T;
308341;IMPCTCT_ImpPresse;Boutique Piaget;Boutique Piaget;;;;;;;41228170200;;;Genève;;Suisse;RUE DU RHÔNE 40;;;1204;fr;;;;;;;;;;;;T;;T;
308343;IMPCTCT_ImpPresse;Rado Watch CO. Ltd.;Rado Watch CO. Ltd.;;;;;;;41326556111;;;Lengnau;;Suisse;BIELSTRASSE 45;;;2543;fr;;;;;;;;;;;;T;;T;
308346;IMPCTCT_ImpPresse;Helvetica Horlogerie;Helvetica Horlogerie;;;;;;;;;;Le Sentier;;Suisse;GRAND RUE 38;;;1347;fr;;;;;;;;;;;;T;;T;
308350;IMPCTCT_ImpPresse;Swatch Goupe - Tourbillon;Swatch Goupe - Tourbillon;;;;;;;;;;Bienne;;Suisse;STÄMPFLISTRASSE 43;;;2500;fr;;;;;;;;;;;;T;;T;
308351;IMPCTCT_ImpPresse;Christian Dior;Christian Dior;;;;;;;33140735444;;;PARIS 8ÈME;;France;RUE FRANÇOIS 1ER 11;;;75 008;fr;;;;;;;;;;;;T;;T;
308352;IMPCTCT_ImpPresse;KUONI VOYAGE - HALDIMAND;KUONI VOYAGE - HALDIMAND;;;;lsn-haldimand.k@kuoni-voyages.ch;;;41213212200;;;Lausanne;;Suisse;RUE HALDIMAND 11;;CP 6641;1003;fr;;;;;;;;;;;;F;;T;
308366;IMPCTCT_ImpPresse;Le Central SA;Le Central SA;;;;;;;;;;Lausanne;;Suisse;RUE CENTRALE 5;;;1003;fr;;;;;;;;;;;;T;;T;
308368;IMPCTCT_ImpPresse;Bavaria;Bavaria;;;;;;;;;;Lausanne;;Suisse;RUE DU PETIT - CHÊNE 10;;;1003;fr;;;;;;;;;;;;T;;T;
308371;IMPCTCT_ImpPresse;Brasserie du Chateau;Brasserie du Chateau;;;;;;;41217962000;;;Paudex;;Suisse;RTE DU SIMPLON 7;;;1094;fr;;;;;;;;;;;;T;;T;
308378;IMPCTCT_ImpPresse;Café Luna;Café Luna;;;;;;;41213290846;;;Lausanne;;Suisse;PL. DE L’EUROPE 7;;;1003;fr;;;;;;;;;;;;T;;T;
308382;IMPCTCT_ImpPresse;Le Karma;Le Karma;;;;;;;;;;Lausanne;;Suisse;RUE DU PONT 22;;;1003;fr;;;;;;;;;;;;T;;T;
308384;IMPCTCT_ImpPresse;LE TRAMWAY;Le Tramway;;;;;;;;;;Lausanne;;Suisse;RUE DE LA PONTAISE 6B;;;1018;fr;;;;;;;;;;;;T;;T;
308386;IMPCTCT_ImpPresse;Pré-Fleuri;Pré-Fleuri;;;;pre.fleuri.bar.restaurant@gmail.com;;;41216166367;;;Lausanne;;Suisse;AV. D’OUCHY 22;;;1006;fr;;;;;;;;envoinb10 envoiaff;;;;T;;T;
308388;IMPCTCT_ImpPresse;La Nonna;La Nonna;;;;;;;;;;Lausanne;;Suisse;RUE DU MAUPAS 17;;;1004;fr;;;;;;;;envoinb20;;;;T;;T;
308390;IMPCTCT_ImpPresse;Java;Java;;;;;;;;;;Lausanne;;Suisse;RUE MARTEREY 36;;;1003;fr;;;;;;;;envoinb10 envoiENG10;;;;T;;T;
308392;IMPCTCT_ImpPresse;Le Bleu Lézard;Le Bleu Lézard;;;;bleulezard@carte-blanche.ch;bleulezard@littlebigfood.ch;;41213213830;;;Lausanne;;Suisse;RUE ENNING 10;;;1003;fr;;;;;;;;envoinb10;;;;T;T;T;
308396;IMPCTCT_ImpPresse;Restaurant des Tramways;Restaurant des Tramways;;;;;;;;;;Epalinges;;Suisse;RTE DE LA CROIX - BLANCHE 28;;;1066;fr;;;;;;;;;;;;T;;T;
308400;IMPCTCT_ImpPresse;Hôtel du Raisin;Hôtel du Raisin;;;;info@leraisin-lausanne.ch;;;41213122756;;;Lausanne;;Suisse;PL. DE LA PALUD 19;;;1003;fr;;;;;;;;envoiNB20 envoiENG20 envoiKIDS20;;;;T;;T;
308403;IMPCTCT_ImpPresse;CFF - Siège Social;CFF - Siège Social;;;;;;;;;;Bern;;Suisse;;;;3000;fr;;;;;;;;;;;;T;;T;
308405;IMPCTCT_ImpPresse;IBM Suisse;IBM Suisse;;;;;;;;;;Zürich;;Suisse;VULKANSTRASSE 106;;;8010;fr;;;;;;;;;;;;T;;T;
308407;IMPCTCT_ImpPresse;Manpower SA;Manpower SA;;;;;;;;;;Lausanne;;Suisse;RUE HALDIMAND 8;;;1003;fr;;;;;;;;;;;;T;;T;
308415;IMPCTCT_ImpPresse;ALLIANZ SUISSE - Lausanne;ALLIANZ SUISSE - Lausanne;;;;;;;;;;Lausanne;;Suisse;Avenue d'Ouchy 38;;;1006;fr;;;;;;;;;;;;T;;T;
308419;IMPCTCT_ImpPresse;Polo Ralph Loren Europe Sàrl;Polo Ralph Loren Europe Sàrl;;;;;;;;;;;;Suisse;;;;;fr;;;;;;;;;;;;T;;T;
308429;IMPCTCT_ImpPresse;Reuge SA;Reuge SA;;;;;;;;;;Sainte-Croix;;Suisse;Quartier du Progrès 37;;;1450;fr;;;;;;;;;;;;T;;T;
308431;IMPCTCT_ImpPresse;ROMANDE ENERGIE;ROMANDE ENERGIE;;;;info@romande-energie.ch;;;41848802900;;;Morges;;Suisse;RUE DE LAUSANNE 53;;;1110;fr;;;;;;;;;;;;T;;T;
308437;IMPCTCT_ImpPresse;RAIFFEISEN SUISSE;RAIFFEISEN SUISSE;;;;;;;;;;St-Gallen;;Suisse;SCHREINERSTRASSE 6;;;9001;fr;;;;;;;;;;;;T;;T;
308455;IMPCTCT_ImpPresse;JAEGER - LECOULTRE;JAEGER - LECOULTRE;;;;;;;41218450202;;;Le Sentier;;Suisse;LA GOLISSE 8;;;1347;fr;;;;;;;;;;;;T;;T;
308471;IMPCTCT_ImpPresse;COCA-COLA HBC SUISSE AG;COCA-COLA HBC SUISSE AG;;;;;;;;;;Vufflens-La-Ville;;Suisse;Zone Industrielle La Plaine;Chem. de Vimoulin 2;;1302;fr;;;;;;;;;;;;T;;T;
308479;IMPCTCT_ImpPresse;BMW SUISSE SA;BMW Suisse SA;;;;;;;;;;Dielsdorf;;Suisse;INDUSTRIESTRASSE 20;;;8157;fr;;;;;;;;;;;;T;;T;
308489;IMPCTCT_ImpPresse;Fiat Auto Suisse SA;Fiat Auto Suisse SA;;;;;;;;;;Schlieren;;Suisse;ZÜRCHERSTRASSE 111;;;8952;fr;;;;;;;;;;;;T;;T;
308491;IMPCTCT_ImpPresse;FELDSCHLOSSEN BOISSONS SA;Feldschlössen Boisson SA;;;;;;;;;;Epalinges;;Suisse;CH. DES CROISETTES 26;;;1066;fr;;;;;;;;;;;;T;;T;
308495;IMPCTCT_ImpPresse;Landolt & Cie;Landolt & Cie;;;;;;;;;;Lausanne;;Suisse;CH. DE ROSENECK 6;;;1006;fr;;;;;;;;;;;;T;;T;
308496;IMPCTCT_ImpPresse;Vedia Burberrys SA;Vedia Burberrys SA;;;;;;;;;;Genève;;Suisse;LA VOIE - CREUSE 14;;;1202;fr;;;;;;;;;;;;T;;T;
308498;IMPCTCT_ImpPresse;Du Pont de Nemours International SA;Du Pont de Nemours International SA;;;;;;;41227175517;;;Meyrin;;Suisse;Route du Nant-d'Avril 154;;;1217;fr;;;;;;;;;;;;T;;T;
308500;IMPCTCT_ImpPresse;Boutique de Grisodono;Boutique de Grisodono;;;;;;;41223171082;;;;;Suisse;;;;;fr;;;;;;;;;;;;T;;T;
308505;IMPCTCT_ImpPresse;DEUTSCHE BANK SA - Zurich;DEUTSCHE BANK SA - Zurich;ZürichX-markets;;;;;;;;;Zurich;;Suisse;URANIASTRASSE 9;;;8001;fr;;;;;;;;;;;;T;;T;
308510;IMPCTCT_ImpPresse;Carte Blanche;Carte Blanche;;;;;;;;;;Lausanne;;Suisse;CAROLINE 2;;;1003;fr;;;;;;;;;;;;T;;T;
308512;IMPCTCT_ImpPresse;Baltisberger SA;Baltisberger SA;;;;;;;;;;Denges;;Suisse;RTE DE LA GARE 4;;;1026;fr;;;;;;;;;;;;T;;T;
308544;IMPCTCT_ImpPresse;BERNER ZEITUNG;Berner Zeitung;;;;kultur@bernerzeitung.ch;;;41313303111;41313303576;;Berne;;Suisse;DAMMWEG 9;POSTFACH;;3001;fr;;;;;;;;;;;;;;;
308546;IMPCTCT_ImpPresse;RTS;RSI;;;;redaction@rts.ch;;;41581341234;;;Lausanne;;Suisse;RUE DU TEMPLE 40;;;1010;fr;;;;;;;;;;;;T;;T;
308548;IMPCTCT_ImpPresse;LA LIBERTE;LA LIBERTE;;;;magazine@laliberte.ch;;;;;;Fribourg;;Suisse;BLD DES PÉROLLES 42;;;1700;fr;;com;;;;;;envoinb10;;;;T;;T;
308552;sync;NZZ FEUILLETON;NZZ FEUILLETON;;;;;;;;;;Lausanne;;Suisse;;;;1000;fr;;;;;;;;;;;;T;;T;
308558;IMPCTCT_ImpPresse;Sonntagzeitung;Sonntagzeitung;;;;;;;;;;Zurich;;Suisse;WERDSTRASSE 21;;;8021;fr;;;;;;;;;;;;T;;T;
308566;IMPCTCT_ImpPresse;TV8;TV8;;;;;;;;;;Lausanne;;Suisse;PONT - BESSIÈRES 3;;;1005;fr;;;;;;;;;;;;T;;T;
308589;IMPCTCT_ImpPresse;Radio Suisse Internationale;Radio Suisse Internationale;;;;;;;;;;FERNEY VOLTAIRE;;France;CH DU GUÉ 6;;;1210;fr;;;;;;;;;;;;T;;T;
308613;IMPCTCT_ImpPresse;TVRL;TVRL;;;;;;;;;;Lausanne 22;;Suisse;PALAIS DE BEAULIEU;CP 252;;1000;fr;;;;;;;;;;;;T;;T;
308617;IMPCTCT_ImpPresse;JMAG;JMAG;;;;contact@j-mag.ch;;;;;;Le Lignon;;Suisse;À l'attention de Malik Berkati;av. du Lignon 24;;1219;fr;;;;;;;;;;;;T;;T;
308636;IMPCTCT_ImpPresse;RADIO SRF;RADIO SRF;;;;;;;;;;Bâle;;Suisse;NOVASTRASSE 2;;;4059;fr;;;;;;;;;;;;T;;T;
308640;IMPCTCT_ImpPresse;Revu Spéciale;Revu Spéciale;;;;;;;;;;MÉTABIEF;;France;RUE DU MOULIN 3;;;25370;fr;;;;;;;;;;;;T;;T;
308659;IMPCTCT_ImpPresse;Le Nouvelliste;Le Nouvelliste;;;;valais@impactmedias.ch;;;;;;Sion;;Suisse;Rédaction culturelle;RUE DE L’INDUSTRIE 13;;1950;fr;;;;;;;;envoinb10;;;;T;;T;
308675;IMPCTCT_ImpPresse;Bilam;Bilam;;;;;;;;;;Lausanne;;Suisse;AV. DE LA GARE 39;;;1001;fr;;;;;;;;;;;;T;;T;
308679;sync;RSR;RSR;;;;;;;;;;;;;;;;;fr;;;;;;;;RelaisDirPublics;;;;T;;T;
308683;sync;EDELWEISS & TYPE;EDELWEISS & TYPE;;;;;;;;;;Xxxx;;Suisse;;;;XXXX;fr;;;;;;;;;;;;T;;T;
308685;IMPCTCT_ImpPresse;Illico;Illico;;;;;;;;;;Genève;;Suisse;QUAI ERNEST ANSERMET 20;;;1211;fr;;;;;;;;;;;;T;;T;
308687;IMPCTCT_ImpPresse;Cominmag;Cominmag;;;;victoria@cominmag.ch;;;;;;Bern;;Suisse;Hirschengraben 10;;;3011;fr;;;;;;;;;;;;T;;T;
308697;sync;ARCINFO;ARCINFO;;;;redaction@arcinfo.ch;;;41327235300;;;Neuchâtel;;Suisse;Avenue du Vignoble 3;;;2000;fr;;;;;;;;;;;;T;;T;
308699;IMPCTCT_ImpPresse;RAR;RAR;;;;;;;;;;Lausanne;;Suisse;AV. DU TEMPLE 40;;;1010;fr;;;;;;;;;;;;T;;T;
308705;IMPCTCT_ImpPresse;FEMINA;FEMINA;;;;femina.web@femina.ch;;;41213494545;;;Lausanne;;Suisse;AV. DE LA GARE 33;;;1003;fr;;com;;;;;;FÉMININ LIFESTYLE GÉNÉRALISTE HEBDOMADAIRE CULTURE PRESSEVIP régulier;;;;T;T;T;
308717;IMPCTCT_ImpPresse;HELVETIC'ARTS;HELVETIC'ARTS;;;;;;;;;;Genève 28;;Suisse;;;;1211;fr;;;;;;;;;;;;T;;T;
308721;IMPCTCT_ImpPresse;GÖHNER, ERNST STIFTUNG ZUG;GÖHNER, ERNST STIFTUNG ZUG;;;;;;;;;;Zug;;Suisse;Artherstrasse 19;;;6300;fr;;;;;;;;;;;;T;;T;
308725;IMPCTCT_ImpPresse;Journal Riviera Chablais;Journal Riviera Chablais;;;;info@riviera-chablais.ch;;;;;;Vevey;;Suisse;Chemin du Verger 10;;;1800;fr;;;;;;;;;;;;T;;T;
308735;IMPCTCT_ImpPresse;THEATER BASEL;THEATER BASEL;;;;info@theater-basel.ch;anlass@theater-basel.ch;;41612951100;;;Basel;;Suisse;ELISABETHENSTRASSE 16;;;4010;fr;;;;;;;;;;;;F;;T;
308746;IMPCTCT_ImpPresse;Mirgos Genossenschafts;Mirgos Genossenschafts;;;;;;;;;;Zurich;;Suisse;POUR-CENT CULTURELFCM;;;8031;fr;;;;;;;;;;;;T;;T;
308754;IMPCTCT_ImpPresse;FONDATION DU JUBILE DE LA MOBILIERE;FONDATION DU JUBILE DE LA MOBILIERE;;;;;;;;;;Zurich;;Suisse;;;;8021;fr;;;;;;;;;;;;T;;T;
308759;IMPCTCT_ImpPresse;Fondation Charles Veillon;Fondation Charles Veillon;;;;;;;;;;Lausanne;;Suisse;Av. de l'Eglise-Anglaise 18;;;1006;fr;;;;;;;;;;;;T;;T;
308767;IMPCTCT_ImpPresse;Im Kon Text;Im Kon Text;;;;;;;;;;Luzern;;Suisse;DREILINDENSTRASSE 75;;;6006;fr;;;;;;;;;;;;T;;T;
308772;IMPCTCT_ImpPresse;Société Académique;Société Académique;;;;;;;41213128331;;;Lausanne;;Suisse;AV. DE MONTBENON;CP 7490;;1002;fr;;;;;;;;;;;;T;;T;
308778;IMPCTCT_ImpPresse;Union Des Banques Suisses;Union Des Banques Suisses;;;;;;;;;;Lausanne;;Suisse;PL. SAINT-FRANÇOIS;;;1003;fr;;;;;;;;;;;;T;;T;
308782;IMPCTCT_ImpPresse;Service Des Affaires;Service Des Affaires;;;;;;;;;;Lausanne;;Suisse;HÔTEL DE VILLE;CP 3280;;1001;fr;;;;;;;;;;;;T;;T;
308788;IMPCTCT_ImpPresse;Lotex Foundation;Lotex Foundation;;;;;;;;;;VADUZ;;Liechtenstein;JOSEF-RHEINBERGER-STRASSE 2;;;FL-9490;fr;;;;;;;;;;;;T;;T;
308790;IMPCTCT_ImpPresse;MAHARI-STIFTUNG;MAHARI-STIFTUNG;;;;;;;;;;Laufen;;Suisse;c/o Hans Peter Richterich;In den Kurzen 25;CP 543;4242;fr;;;;;;;;;;;;T;;T;
308796;IMPCTCT_ImpPresse;OPO-Stiftung;OPO-Stiftung;;;;;;;;;;Zürich;;Suisse;KIRCHGASSE 42;;;8001;fr;;;;;;;;;;;;T;;T;
308798;IMPCTCT_ImpPresse;Otto Erich Heynau-Stiftung;Otto Erich Heynau-Stiftung;;;;;;;;;;Basel;;Suisse;C/O CHRISTOPH MERIAN STIFTUNGPOSTFACH;;;4002;fr;;;;;;;;;;;;T;;T;
308800;IMPCTCT_ImpPresse;Palatin-Stiftung;Palatin-Stiftung;;;;;;;;;;Basel;;Suisse;St. Alban-Vorstadt 12;;;4052;fr;;;;;;;;;;;;T;;T;
308806;IMPCTCT_ImpPresse;sahee;sahee;;;;;;;;;;Davos;;Suisse;PROMENADE 126;;;7260;fr;;;;;;;;;;;;T;;T;
308808;IMPCTCT_ImpPresse;Stiftung Corymbo;Stiftung Corymbo;;;;stiftung@corymbo.ch;;;;;;Zürich;;Suisse;Bederstrasse 49;;;8002;fr;;;;Rech;;;;;;;;F;;T;
308810;IMPCTCT_ImpPresse;Stiftung für Bevölkerung, Migration und Umwelt (BMU);Stiftung für Bevölkerung, Migration;und Umwelt (BMU);;;;;;;;;Uerikon;;Suisse;MOCKENWIESENSTRASSE 38C;CP 111;;8713;fr;;;;;;;;;;;;T;;T;
308812;IMPCTCT_ImpPresse;Stiftung JT International;Stiftung JT International;;;;;;;;;;Genève 26;;Suisse;RUE DE LA GABELLE 1;;;1211;fr;;;;;;;;;;;;T;;T;
308814;IMPCTCT_ImpPresse;Stiftung Personalfonds SBB;Stiftung Personalfonds SBB;;;;;;;;;;Bern 65;;Suisse;BOLLWERK 4;;;3000;fr;;;;;;;;;;;;T;;T;
308816;IMPCTCT_ImpPresse;Stiftung Pro Arte Domus;Stiftung Pro Arte Domus;;;;;;;;;;Stans;;Suisse;C/O BEAT ZELGER;ZELGER ANWÄLTE;ALTER POSTPLATZ 6;6370;fr;;;;;;;;;;;;T;;T;
308818;IMPCTCT_ImpPresse;Swiss Re Foundation;Swiss Re Foundation;;;;;;;;;;Zürich;;Suisse;MYTHENQUAI 50/60;;;8022;fr;;;;;;;;;;;;T;;T;
